0.68887633,0.6868061717454489,0.69638824,0.9637909986364653
0.77018636,0.48334585768835886,0.59029347,1.0439255311580597
0.83963865,0.363379763638078,0.46162528,2.939597337025283
0.9240542,0.19524594357227754,0.6422122,0.8156345742281619
0.97402596,0.07849135669290111,0.7133183,0.963977034420246
0.9918125,0.03332764001940243,0.69977427,0.893800252447279
0.99322414,0.02509449514282214,0.738149,1.2027025470346144
0.9966121,0.01487481658242302,0.7437923,0.979564025762657
0.99745905,0.011958171336641845,0.738149,0.9808354520367176
0.9985884,0.005901262227812375,0.74604964,0.9972164383322067
0.9963298,0.010956620467003205,0.7223476,1.1370090195072424
0.99830604,0.007320298477250058,0.7370203,1.314173578946908
0.9988707,0.007090381129062669,0.75507903,1.1029499802847749
0.9988707,0.0073656240165065855,0.7167043,1.1240911896826182
0.9985884,0.006550080909442108,0.7336343,1.234093723663089
0.9980237,0.005289557928015398,0.7426637,1.1728836316825575
1.0,0.0022801364679862378,0.7223476,1.1126812404488333
0.999153,0.0030897655849862226,0.7325056,1.0576850765176604
1.0,0.0021112927422413884,0.6941309,1.1622254397745326
0.99830604,0.004311753879412998,0.7426637,1.0549735576250752
